Область,Тергромада,Програма-проєкт МТД,Тематика,Кількість
Київська,Обухівська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Київська,Обухівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Київська,Українська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,6
Київська,Українська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,18
Київська,Українська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Київська,Дівичківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,15
Київська,Дівичківська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Київська,Студениківська,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Київська,Студениківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Київська,Студениківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Київська,Ташанська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Київська,Ташанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Київська,Циблівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Київська,Циблівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Київська,Циблівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Київська,Поліська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Київська,Рокитнянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Київська,Рокитнянська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Київська,Рокитнянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Київська,Таращанська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Київська,Тетіївська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Київська,Кожанська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Київська,Кожанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Київська,Томашівська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Київська,Томашівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,10
Київська,Томашівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Київська,Яготинська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Київська,Яготинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Київська,Яготинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Кіровоградська,Кропивницька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Кіровоградська,Кропивницька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,15
Кіровоградська,Олександрійська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Олександрійська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,8
Кіровоградська,Пантаївська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Знам’янська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Кіровоградська,Знам’янська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,12
Кіровоградська,Світловодська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Кіровоградська,Новопразька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Кіровоградська,Новопразька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Кіровоградська,Приютівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Приютівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,12
Кіровоградська,Попельнастівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Кіровоградська,Попельнастівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Кіровоградська,Олександрівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Кіровоградська,Бобринецька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Кіровоградська,Бобринецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,17
Кіровоградська,Бобринецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Кіровоградська,Кетрисанівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Кіровоградська,Кетрисанівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,8
Кіровоградська,Гайворонська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Гайворонська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,11
Кіровоградська,Заваллівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Голованівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Кіровоградська,Побузька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Побузька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,10
Кіровоградська,Перегонівська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Кіровоградська,Помічнянська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Кіровоградська,Помічнянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Кіровоградська,Добровеличківська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Добровеличківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Кіровоградська,Піщанобрідська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Піщанобрідська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,12
Кіровоградська,Долинська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Гурівська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Кіровоградська,Гурівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,15
Кіровоградська,Дмитрівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Кіровоградська,Дмитрівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Кіровоградська,Дмитрівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,12
Кіровоградська,Суботцівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Кіровоградська,Аджамська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Кіровоградська,Аджамська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,14
Кіровоградська,Великосеверинівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Великосеверинівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,12
Кіровоградська,Великосеверинівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Кіровоградська,Катеринівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Катеринівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Кіровоградська,Первозванівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Кіровоградська,Соколівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Кіровоградська,Соколівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,12
Кіровоградська,Компаніївська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Кіровоградська,Компаніївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Кіровоградська,Маловисківська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Маловисківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,12
Кіровоградська,Маловисківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Кіровоградська,Смолінська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Кіровоградська,Смолінська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Кіровоградська,Мар’янівська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Кіровоградська,Мар’янівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,8
Кіровоградська,Мар’янівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Кіровоградська,Злинська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Кіровоградська,Злинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Кіровоградська,Новгородківська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Новгородківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Кіровоградська,Підвисоцька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Кіровоградська,Новомиргородська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Кіровоградська,Новоукраїнська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Новоукраїнська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,15
Кіровоградська,Новоукраїнська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Кіровоградська,Глодоська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Глодоська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Кіровоградська,Рівнянська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Онуфріївська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Кіровоградська,Петрівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Кіровоградська,Великоандрусівська,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Кіровоградська,Устинівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Кіровоградська,Устинівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Кіровоградська,Устинівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,12
Луганська,Лисичанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Луганська,Рубіжанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,11
Луганська,Рубіжанська,"Програма ""U-LEAD з Європою""",,1
Луганська,Біловодська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,24
Луганська,Біловодська,"Програма ""U-LEAD з Європою""",,1
Луганська,Білокуракинська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Луганська,Білокуракинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,18
Луганська,Лозно-Олександрівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Луганська,Лозно-Олександрівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,14
Луганська,Кремінська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Луганська,Кремінська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,12
Луганська,Красноріченська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Луганська,Красноріченська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,18
Луганська,Красноріченська,"Програма ""U-LEAD з Європою""",,1
Луганська,Марківська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Луганська,Марківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,14
Луганська,Міловська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Луганська,Міловська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Луганська,Щастинська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Луганська,Щастинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Луганська,Новоайдарська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Луганська,Новоайдарська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,10
Луганська,Новопсковська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,22
Луганська,Білолуцька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Луганська,Попаснянська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Луганська,Попаснянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,8
Луганська,Гірська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Луганська,Гірська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Луганська,Гірська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Луганська,Нижньодуванська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Луганська,Нижньодуванська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,29
Луганська,Коломийчиська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Луганська,Коломийчиська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Луганська,Станично-Луганська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Луганська,Станично-Луганська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Луганська,Нижньотеплівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Луганська,Нижньотеплівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Луганська,Широківська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Луганська,Широківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Луганська,Старобільська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,15
Луганська,Чмирівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,17
Луганська,Чмирівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Луганська,Шульгинська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Луганська,Шульгинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,29
Луганська,Шульгинська,"Програма ""U-LEAD з Європою""",,1
Луганська,Троїцька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Луганська,Троїцька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Бориславська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Львівська,Бориславська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Львівська,Бориславська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Львівська,Східницька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Східницька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Львівська,Дрогобицька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Дрогобицька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Львівська,Моршинська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Новороздільська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,15
Львівська,Новороздільська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Новороздільська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,7
Львівська,Самбірська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Самбірська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Самбірська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Львівська,Стрийська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Львівська,Стрийська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Трускавецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Львівська,Трускавецька,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Львівська,Червоноградська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Бродівська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Львівська,Бродівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Львівська,Бродівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Львівська,Підкамінська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Львівська,Підкамінська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Львівська,Заболотцівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,8
Львівська,Заболотцівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Заболотцівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Львівська,Городоцька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Городоцька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Львівська,Городоцька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Львівська,Комарнівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Жидачівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Ходорівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Львівська,Гніздичівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Гніздичівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Львівська,Журавненська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Журавненська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Львівська,Журавненська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Львівська,Золочівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Львівська,Золочівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Золочівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Львівська,Глинянська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Глинянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Львівська,Поморянська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Поморянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Львівська,Кам’янка-Бузька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Львівська,Кам’янка-Бузька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Львівська,Кам’янка-Бузька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Добротвірська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Новояричівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Жовтанецька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Мостиська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Львівська,Мостиська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Львівська,Судововишнянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Львівська,Судововишнянська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Шегинівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Львівська,Шегинівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Шегинівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Львівська,Жовківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Львівська,Жовківська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Рава-Руська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Куликівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Миколаївська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Миколаївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Львівська,Розвадівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Розвадівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Львівська,Тростянецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Львівська,Тростянецька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Тростянецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Перемишлянська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Бібрська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Львівська,Бібрська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Львівська,Бібрська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Пустомитівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Щирецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Львівська,Зимноводівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Давидівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Львівська,Давидівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Оброшинська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Підберізцівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Сокільницька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Сокільницька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Львівська,Сокільницька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Солонківська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Мурованська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Радехівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Львівська,Радехівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Лопатинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Львівська,Новокалинівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Новокалинівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Львівська,Рудківська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Львівська,Рудківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Львівська,Бісковицька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Бісковицька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Львівська,Ралівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Сколівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Славська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Славська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Славська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Львівська,Козівська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Львівська,Сокальська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Львівська,Великомостівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Великомостівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Львівська,Старосамбірська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Львівська,Добромильська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Добромильська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Львівська,Хирівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Стрілківська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Грабовецько-Дулібівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Львівська,Турківська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Львівська,Боринська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Львівська,Яворівська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Львівська,Новояворівська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Львівська,Івано-Франківська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Миколаївська,Миколаївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Миколаївська,Миколаївська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Вознесенська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Вознесенська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,8
Миколаївська,Вознесенська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Миколаївська,Южноукраїнська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Южноукраїнська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,12
Миколаївська,Арбузинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Миколаївська,Арбузинська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Миколаївська,Благодатненська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Миколаївська,Баштанська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Миколаївська,Баштанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,12
Миколаївська,Інгульська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Миколаївська,Інгульська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,8
Миколаївська,Привільненська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Миколаївська,Привільненська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,10
Миколаївська,Привільненська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
