Програма/проєкт,Період,"""Громада з нуля""","""Навчання з надання послуг і управління інфраструктурою на місцевому рівні""","""Навчання загального управлінського характеру""",Кількість учасників навчання (осіб),Цільові групи учасників навчання ,"Кількість тергромад, для яких було проведене навчання",Назва навчання
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,1,"Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування",1,Особливості оренди комунального майна в Зазимській громаді. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,1,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,Правове регулювання міжмуніципального співробітництва Баришівській громаді. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,1,"Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування",1,Юридичні питання передачі майна ЗОЗ зі спільної власності громад до комунальної власності Великодобронської ТГ – ОНЛАЙН
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,14,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",14,"Кроки для керівників: воркшоп кластеру C, група 1. ОНЛАЙН."
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,7,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",4,"Механізми фінансування закладів медицини в Краснопільській, Вороновицькій, Джулинській та Ольгопільській громадах. ОНЛАЙН."
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,3,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,Формування мережі головних розпорядників коштів та бюджетних установ культури в Ольгопільській громаді. ОНЛАЙН.
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,14,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",14,"Кроки для керівників: Кластер C, «Громада, дружня до бізнесу» та «Сільський розвиток». ОНЛАЙН."
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,9,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,Формування структури виконавчих органів Межівської громади. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,11,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",11,"Кроки для керівників: воркшоп Кластер С, група 2. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,7,"Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування",1,Cтворення виконавчих органів місцевої ради та їх функцій як головних розпорядників бюджетних коштів для Помічнянської ТГ. Oнлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,14,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",12,"Кроки для керівників: воркшоп кластеру С, група 7. ОНЛАЙН"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,21,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",13,"Кроки для керівників: воркшоп кластеру C, Громада, дружня до бізнесу та Сільський розвиток, група 10. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,20,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",12,"Кроки для керівників: воркшоп кластеру C, Просторове планування та управління природними ресурсами та Громадська інфраструктура, група 10. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,12,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",11,"
Кроки для керівників: Кластер C, «Громада, дружня до бізнесу» та «Сільський розвиток». ОНЛАЙН."
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,16,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",11,"Кроки для керівників: воркшоп кластеру C, група 9"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,2,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,Внесення змін в стратегію розвитку Баранинської територіальної громади - ОНЛАЙН
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,10,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",10," Кроки для керівників. Кластер С. ""Просторове планування та управління природніми ресурсами."" ""Громадська інфраструктура."" (Онлайн)"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,3,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,"Актуалізація Стратегії розвитку Брусилівської селищної ради, як інструмент  раціонального використання та залучення фінансових ресурсів громади. ОНЛАЙН
"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,1,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,Організаційні аспекти функціонування місцевого фінансового органу в Станишівській громаді. ОНЛАЙН
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,8,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",3," Процес розроблення стратегії розвитку відповідно до європейської методології у Черняхівській, Андрушівській та Ружинській територіальних громадах. ОНЛАЙН"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,7,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",7,"Кроки для керівників: воркшоп кластеру C, Просторове планування та управління природними ресурсами та Громадська інфраструктура, група 5. ОНЛАЙН"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,3,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,Статут громади: правові аспекти (Долинська територіальна громада) - ОНЛАЙН
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,13,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",13,"Кроки для керівників: кластер С «Просторове планування та управління природними 
ресурсами» та «Громадська інфраструктура». ОНЛАЙН "
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,7,"Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування",2,Організація роботи з проєктного менеджменту в Ярмолинецькій громаді – ОНЛАЙН
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,12,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",12,"Кроки для керівників: воркшоп кластеру C, група 1. ОНЛАЙН."
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,14,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",12,"Кроки для керівників: воркшоп кластеру С, група 7. ОНЛАЙН
"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,12,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",12,"Кроки для керівників: воркшоп Кластер С, група 2. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,10,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",10,"Кроки для керівників. Кластер С. ""Громада дружня до бізнесу"". ""Сільський розвиток"" (Онлайн)"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,11,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",11,"Кроки для керівників: воркшоп кластеру C, Просторове планування та управління природними ресурсами та Громадська інфраструктура, група 8. Онлайн

"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,16,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",11,"Кроки для керівників: воркшоп кластеру C, група 9"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,9,"Голови органів місцевого самоврядування та їх заступники, Депутати місцевих рад",9,"Кроки для керівників: воркшоп кластеру C, Громада, дружня до бізнесу та Сільський розвиток, група 5. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,3,"Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування",1,Процедура отримання субвенції на розвиток мережі ЦНАП. Окремі аспекти заповнення заявки. Для представників Баштанської громади. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,30,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",22,Інформаційна сесія щодо земельних питань в діяльності ОМС. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,3,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,Стратегічне планування. Оцінка сильних та слабких сторін Краснопільської громади.ОНЛАЙН
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,17,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",13,"Актуальні питання бюджету, фінансів та обліку для Авангардівської, Ананьївської, Арцизької, Березівської, Городненської, Коноплянської, Любашівської, Окнянської, Суворовської, Фонтанської,  Саф'янівської та Кодимської громад. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,5,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,"Актуальні питання бюджету, фінансів та обліку для Розквітівської громади. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,19,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",12,Співробітництво територіальних громад Житомирської області в напрямку поводження з твердими побутовими відходами. ОНЛАЙН
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,16,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,"Навчальна програма для депутатів Брусилівської громади: статус, права та обов’язки депутатів. ОНЛАЙН."
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,50,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",31,"Особливості переведення, переміщення працівників в ОМС. ОНЛАЙН.
"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,17,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",13,"Загальні організаційні, юридичні та кадрові питання для Авангардівської,  Арцизької, Березівської, Вилківської, Городненської, Кодимської, Коноплянської, Любашівської, Саф'янівської, Суворовської, Фонтанської та Цебриківської громад. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління бюджетами і фінансами,47,"Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування",30,Гендерно-орієнтоване бюджетування на місцевому рівні. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,44,"Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування",26,Інформаційна сесія - Просторове планування та благоустрій територій: досвід Авангардівської громади. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,26,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",14,"Актуальні питання бюджету, фінансів та обліку для Вилківської, Городненської, Захарівської, Кілійської, Коноплянської, Лиманської, Любашівської, Новокальчевської, Саф'янівської, Слобідської, Чорноморської, Цебриківської, Южненської та Стрюківської громад. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,22,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",17,"Загальні організаційні, юридичні та кадрові питання для Березівської, Вилківської, Городненської, Захарівської, Кілійської, Коноплянської, Курісовської, Лиманської, Любашівської, Миколаївської, Новокальчевської, Петровірівської, Ренійської, Саф'янівської, Слобідської, Стрюківської та Цебриківської громад. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,3,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,"Особливості оренди комунального майна в
Циблівській громаді. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,48,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",40,Інформаційна сесія з питань взаємодії органів місцевого самоврядування з підрозділами ювенальної поліції задля захисту прав дітей. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,Освіта,,66,"Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування",46,Організоване завершення навчального року для громад Київської та Хмельницької областей.ОНЛАЙН
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління людськими ресурсами,27,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",20,Оцінювання працівників в органах місцевого самоврядування для громад Київської та Хмельницької областей. ОНЛАЙН
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,17,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,Навчальна програма для депутатів Білокоровицької громади: розвиток громади. ОНЛАЙН.
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,48,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",37,Регуляторна діяльність в органах місцевого самоврядування. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,2,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,"Особливості правового статусу та діяльності старост в Городоцькій та Новогуйвинській громада. ОНЛАЙН.
"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,Охорона здоров'я,,23,"Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування",15,Формування та управління спроможною мережею первинної медико-санітарної допомоги. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,15,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",2,"Особливості правового статусу та діяльності старост в Гладковицькій та Ружинській громадах. ОНЛАЙН.
"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,Охорона здоров'я,,5,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",3,Формування та управління спроможною мережею первинної медико-санітарної допомоги. ОНЛАЙН.
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,2,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,"Публічність та прозорість бюджетного процесу. Використання веб-порталу ""Відкритий бюджет"" для Березівської та Ярунської територіальних громад. ОНЛАЙН."
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,13,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",11,"Актуальні питання бюджету, фінансів та обліку для Біляївської, Кілійської, Кодимської, Куяльницької, Любашівської, Саф'янівської, Слобідської, Фонтанської, Чогодарівської та Кубейської громад. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,1,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,"Актуалізація Стратегії розвитку Овруцької міської ради, як інструмент  раціонального використання та залучення фінансових ресурсів громади. ОНЛАЙН.
"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,11,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",11,"Загальні організаційні, юридичні та кадрові питання для Березівської, Великобуялицької, Знам'янської, Кілійської, Кодимської, Любашівської, Новокальчевської, Окнянської, Ренійської та Фонтанської громад. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,8,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",2,"Публічність та прозорість бюджетного процесу. Використання веб-порталу ""Відкритий бюджет"" для Андрушівської та Ружинської териоріальних громад. ОНЛАЙН.
"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,2,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",2,"Власні доходи та управління фінансами в Андрушківській та Корнинській територіальних громадах. ОНЛАЙН.
"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,Освіта,,20,"Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування",17,Організоване завершення навчального року для громад Одеської та Дніпропетровської областей. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,31,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",27,Інформаційна сесія з питань запобігання порушень у сфері криптографічного і технічного захисту інформації в органах місцевого самоврядування. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,18,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",14,Фінансові питання у сфері управління освітою для громад Херсонської області. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,29,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад, Заклади освіти",12,Початкове засідання робочої групи. Теорія формування спроможних освітніх мереж для громад з областей Південного Хабу. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,7,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",6,"Атестація посадових осіб ОМС: законодавче регулювання для Милівської, Музиківської, Зеленопідської, Чаплинської, Тягінської та Бериславської ТГ. Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,6,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",1,Навчальна програма для депутатів Каховської громади: Бюджетний процес в територіальній громаді. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,26,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",20,Переведення та переміщення працівників: особливості застосування. Окремі питання звільнення за ініціативою роботодавця. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління місцевим соціально-економічним розвитком,6,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",5,"Реалізація повноважень у сфері соціального захисту населення, захисту прав дитини в територіальній громаді: юридичні та кадрові питання для Великоолександрівської, Дар'ївської, Милівської, Станиславської та Любимівської громад . Онлайн"
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,Управління бюджетами і фінансами,73,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад",56,Запровадження середньострокового бюджетного планування на рівні місцевих бюджетів. Онлайн
"Програма ""U-LEAD з Європою""",2 квартал 2021,,Освіта,,21,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад, Заклади освіти",7,"Індекс фінансової спроможності освітньої мережі для Барської, Брацлавської, Тростянецької, Дашівської та Лука-Мелешківської громад. ОНЛАЙН."
"Програма ""U-LEAD з Європою""",2 квартал 2021,,,,7,"Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування",3,"Просторове планування та управління природними ресурсами для Жданівської, Уланівської та Вапнярської громад. ОНЛАЙН."
"Програма ""U-LEAD з Європою""",2 квартал 2021,,Освіта,,32,"Голови органів місцевого самоврядування та їх заступники, Посадові особи місцевого самоврядування керівного рівня, Посадові особи місцевого самоврядування, Депутати місцевих рад, Заклади освіти",13,Перше засідання РГ з питань створення спроможної освітньої мережі: Теорія формування спроможних освітніх мереж для громад Північного Хабу. ОНЛАЙН.
