Область,Тергромада,Програма-проєкт МТД,Тематика,Кількість
Волинська,Рожищенська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Обухівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Червоногригорівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Дніпропетровська,Маломихайлівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Дніпропетровська,Личківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Вакулівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Марганецька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Костянтинівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Покровська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Новогродівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Торецька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Нікольська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Донецька,Дружківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Житомирська,Новоград-Волинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Житомирська,Любарська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Житомирська,Овруцька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,7
Житомирська,Олевська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Житомирська,Попільнянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Житомирська,Чуднівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Житомирська,Коростишівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Житомирська,Словечанська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Закарпатська,Міжгірська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Закарпатська,Полянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,8
Закарпатська,Вільховецька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Закарпатська,Оноківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Закарпатська,Хустська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Закарпатська,Зарічанська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Закарпатська,Горондівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Закарпатська,Чинадіївська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Закарпатська,Великоберезнянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Закарпатська,Баранинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Закарпатська,Нижньоворітська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Закарпатська,Ясінянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Мелітопольська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Запорізька,Токмацька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,10
Запорізька,Енергодарська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,7
Запорізька,Дніпрорудненська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Запорізька,Малобілозерська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Запорізька,Павлівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Запорізька,Долинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Берестівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Комиш-Зорянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Запорізька,Кирилівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Запорізька,Біленьківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Вільнянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Запорізька,Оріхівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Пологівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Кам’янсько-Дніпровська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Запорізька,Більмацька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Бердянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Івано-Франківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Бурштинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,6
Івано-Франківська,Більшівцівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,6
Івано-Франківська,Вигодська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Івано-Франківська,Новицька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Івано-Франківська,П’ядицька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,10
Івано-Франківська,Ланчинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,8
Івано-Франківська,Брошнів-Осадська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,7
Івано-Франківська,Ямницька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,10
Івано-Франківська,Букачівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Верхнянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Косівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Івано-Франківська,Витвицька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Лисецька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Івано-Франківська,Делятинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Переріслянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Івано-Франківська,Тисменицька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,6
Івано-Франківська,Тлумацька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Матеївецька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Спаська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Івано-Франківська,Яблунівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Київська,Гостомельська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Київська,Баришівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Київська,Обухівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Київська,Дівичківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Київська,Студениківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,9
Київська,Сквирська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,8
Київська,Яготинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Київська,Іванківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Київська,Коцюбинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,8
Київська,Ржищівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Київська,Фастівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Київська,Глевахівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Київська,Славутицька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Київська,Таращанська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Київська,Медвинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Київська,Рокитнянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Київська,Калитянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Кіровоградська,Приютівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Кіровоградська,Бобринецька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Кіровоградська,Дмитрівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Кіровоградська,Аджамська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Кіровоградська,Устинівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Кіровоградська,Добровеличківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Кіровоградська,Маловисківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Кіровоградська,Новгородківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Кіровоградська,Новопразька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Луганська,Марківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Луганська,Міловська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Луганська,Старобільська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Луганська,Станично-Луганська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Луганська,Сватівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Луганська,Щастинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Луганська,Красноріченська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Луганська,Рубіжанська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Бродівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Львівська,Глинянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Львівська,Кам’янка-Бузька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,6
Львівська,Рава-Руська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,6
Львівська,Щирецька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Львівська,Мурованська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Львівська,Рудківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Заболотцівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Львівська,Радехівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Славська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Львівська,Новороздільська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Львівська,Бібрська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Львівська,Меденицька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Львівська,Мостиська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Львівська,Жидачівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Львівська,Червоноградська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Розвадівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Веселинівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,8
Миколаївська,Казанківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,7
Миколаївська,Софіївська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Снігурівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Миколаївська,Горохівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Миколаївська,Мостівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Южноукраїнська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Братська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Ольшанська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Радсадівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Одеська,Кілійська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Татарбунарська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Одеська,Авангардівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,6
Одеська,Теплодарська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Одеська,Таїровська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Окнянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Арцизька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Визирська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Одеська,Красносільська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Шабівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Одеська,Великодолинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Одеська,Овідіопольська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Кременчуцька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Полтавська,Білоцерківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Диканська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Піщанська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Новосанжарська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Полтавська,Оржицька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Полтавська,Кам’янопотоківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Полтавська,Омельницька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Скороходівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Котелевська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Гощанська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Рівненська,Деражненська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,10
Рівненська,Клеванська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Дядьковицька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Старосільська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Рівненська,Радивилівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Млинівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Висоцька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Рівненська,Мирогощанська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Сарненська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Вараська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Зарічненська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Сумська,Роменська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,6
Сумська,Чернеччинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Сумська,Синівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Сумська,Степанівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Сумська,Боромлянська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,8
Сумська,Новослобідська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Сумська,Білопільська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Сумська,Есманьська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Сумська,Липоводолинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Сумська,Глухівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Сумська,Кролевецька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Сумська,Кириківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Сумська,Буринська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Чортківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Тернопільська,Золотопотіцька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Тернопільська,Трибухівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,9
Тернопільська,Гусятинська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Тернопільська,Підволочиська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Бережанська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Козлівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Скала-Подільська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Збаразька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,7
Тернопільська,Борщівська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Заліщицька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Золотниківська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Монастириська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Білецька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Васильковецька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Мельнице-Подільська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Тернопільська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Тернопільська,Великогаївська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Коропецька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Тернопільська,Лановецька,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Харківська,Ізюмська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,8
Харківська,Вовчанська,EGOV4UKRAINE,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
