Область,Тергромада,Програма-проєкт МТД,Тематика,Кількість
Львівська,Дрогобицька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Жидачівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Жмеринська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Жовківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Жовтанецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Журавненська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Заболотцівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Зимноводівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Золочівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Іванівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Івано-Франківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Іллінецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Калинівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Кам’янка-Бузька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Козівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Козятинська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Комарнівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Копайгородська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Красненська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Краснопільська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Крижопільська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Куликівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Кунківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Ладижинська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Липовецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Літинська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Лопатинська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Лука-Мелешківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Львівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Махнівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Меденицька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Миколаївська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Могилів-Подільська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Моршинська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Мостиська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Мурафська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Мурованокуриловецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Мурованська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Немирівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Новокалинівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Новороздільська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Новояворівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Новояричівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Ободівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Оброшинська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Ольгопільська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Оратівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Перемишлянська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Підберізцівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Підкамінська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Піщанська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Погребищенська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Поморянська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Пустомитівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Рава-Руська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Радехівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Райгородська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Ралівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Розвадівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Рудківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Самбірська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Самгородоцька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Северинівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Сколівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Славська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Соболівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Сокальська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Сокільницька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Солонківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Станіславчицька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Старосамбірська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Стрижавська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Стрийська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Стрілківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Студенянська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Судововишнянська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Сутисківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Східницька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Теплицька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Тиврівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Томашпільська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Тростянецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Тростянецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Трускавецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Тульчинська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Турбівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Турківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Уланівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Хирівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Хмільницька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Ходорівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Червоноградська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Чернівецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Чечельницька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Шаргородська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Шегинівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Шпиківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Щирецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Львівська,Яворівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Якушинецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Ямпільська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Яришівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Агрономічна,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Белзька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Закарпатська,Мукачівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Харківська,Нововодолазька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Вінницька,Бабчинецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Барська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Бершадська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Брацлавська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Вапнярська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Вендичанська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Жданівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Вінницька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Вороновицька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Гайсинська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Глуховецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Гніванська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Городківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Дашівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Джулинська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Джуринська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Жмеринська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Іванівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Іллінецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Калинівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Козятинська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Копайгородська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Краснопільська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Крижопільська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Кунківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Ладижинська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Липовецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Літинська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Лука-Мелешківська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Махнівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Могилів-Подільська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Мурафська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Мурованокуриловецька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Немирівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Ободівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Ольгопільська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Оратівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Піщанська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Погребищенська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Райгородська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Самгородоцька,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Северинівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
Вінницька,Соболівська,Проєкт Ради Європи «Сприяння участі громадян у демократичному процесі прийняття рішень в Україні»,Навчання загального управлінського характеру,1
